Date,asset,pred_sharpe,pred_ES
2025-06-04,Hyundai,-0.0394376566281554,0.010001012
2025-06-04,KaKao,-0.0368035228935705,0.021206495
2025-06-04,Naver,-0.1444831132388463,0.020194188
2025-06-04,SKHynix,0.0769782088366765,0.017225201
2025-06-04,Samsung,0.0549931743685056,0.004925619
2025-06-05,Hyundai,-0.0209271790278074,0.009839485
2025-06-05,KaKao,0.0177483053572838,0.022525412
2025-06-05,Naver,-0.091635715038923,0.020439892
2025-06-05,SKHynix,0.0933459964963742,0.015939379
2025-06-05,Samsung,0.0814265730427982,0.005733802
2025-06-09,Hyundai,0.0081119517472286,0.009119082
2025-06-09,KaKao,0.0717254934721159,0.021534438
2025-06-09,Naver,-0.0640338708352451,0.019711237
2025-06-09,SKHynix,0.1166223791627191,0.014443704
2025-06-09,Samsung,0.090705643346864,0.005474951
2025-06-10,Hyundai,0.0118111875285011,0.008076163
2025-06-10,KaKao,0.0724220735219742,0.019460536
2025-06-10,Naver,-0.047683249157646,0.019218692
2025-06-10,SKHynix,0.1203778554358371,0.013459031
2025-06-10,Samsung,0.0840071735646753,0.00485463
2025-06-11,Hyundai,0.0168452757724485,0.007618537
2025-06-11,KaKao,0.0851165718217048,0.018628775
2025-06-11,Naver,-0.0494649886925682,0.018925837
2025-06-11,SKHynix,0.1125396823214864,0.013218326
2025-06-11,Samsung,0.0747368527668068,0.004537279
2025-06-12,Hyundai,0.0084628618796571,0.007074543
2025-06-12,KaKao,0.0870967086270911,0.01778864
2025-06-12,Naver,-0.0664130631444488,0.018549786
2025-06-12,SKHynix,0.09992630540931,0.012672413
2025-06-12,Samsung,0.0722611807983557,0.004078557
2025-06-13,Hyundai,0.0084934437494801,0.006613269
2025-06-13,KaKao,0.0929102794450022,0.017358552
2025-06-13,Naver,-0.0286287678149245,0.018521217
2025-06-13,SKHynix,0.0874471805112645,0.012841163
2025-06-13,Samsung,0.0556551421443562,0.003875598
2025-06-16,Hyundai,0.0157483729557034,0.006349449
2025-06-16,KaKao,0.1070861459345756,0.016819844
2025-06-16,Naver,-0.0017282043401441,0.018280189
2025-06-16,SKHynix,0.1095900144018203,0.012912112
2025-06-16,Samsung,-0.0013161354452248,0.004027757
2025-06-17,Hyundai,0.0227844619083358,0.006318961
2025-06-17,KaKao,0.08918015100728,0.016042843
2025-06-17,Naver,-0.0057937427093781,0.017742746
2025-06-17,SKHynix,0.1196745215887133,0.01277306
2025-06-17,Samsung,0.0116953314580928,0.004248147
2025-06-18,Hyundai,0.0137849010849594,0.006056361
2025-06-18,KaKao,0.1238999555985188,0.015461347
2025-06-18,Naver,0.0970218348122441,0.017399262
2025-06-18,SKHynix,0.107830727876174,0.012614256
2025-06-18,Samsung,0.0226846680723082,0.004442386
2025-06-19,Hyundai,0.022644886956764,0.005738191
2025-06-19,KaKao,0.1655341938098381,0.014588492
2025-06-19,Naver,0.1151182955353582,0.016339213
2025-06-19,SKHynix,0.0955324116783499,0.012492366
2025-06-19,Samsung,-0.0093377960558317,0.004537849
2025-06-20,Hyundai,0.024186832717545,0.005504337
2025-06-20,KaKao,0.190753659774487,0.013574372
2025-06-20,Naver,0.1435251568391961,0.015189803
2025-06-20,SKHynix,0.1042422315304526,0.012262861
2025-06-20,Samsung,-0.0260979713882455,0.004795154
2025-06-23,Hyundai,-0.0332794362486653,0.005257834
2025-06-23,KaKao,0.2153114448912249,0.012278193
2025-06-23,Naver,0.1825612446788944,0.013920389
2025-06-23,SKHynix,0.1194417064074998,0.011884043
2025-06-23,Samsung,-0.0307556666167431,0.005016617
2025-06-24,Hyundai,-0.0412727788833717,0.005151893
2025-06-24,KaKao,0.228265109121014,0.011111155
2025-06-24,Naver,0.1822106456476207,0.012525511
2025-06-24,SKHynix,0.1607915795272623,0.011571548
2025-06-24,Samsung,0.0143489795025986,0.005341447
2025-06-25,Hyundai,-0.008567623964951,0.004940356
2025-06-25,KaKao,0.2150412454348127,0.009932564
2025-06-25,Naver,0.1780455033447368,0.0112367
2025-06-25,SKHynix,0.1599356037124182,0.011000897
2025-06-25,Samsung,0.0034981239167908,0.005385066
2025-06-26,Hyundai,-0.0028404481987518,0.004822221
2025-06-26,KaKao,0.1825172298565784,0.008859846
2025-06-26,Naver,0.1468918035177122,0.010139865
2025-06-26,SKHynix,0.1905666905273653,0.010420284
2025-06-26,Samsung,-0.0163073932519242,0.005399896
2025-06-27,Hyundai,0.0069889139135856,0.004741391
2025-06-27,KaKao,0.1718457593116462,0.007972118
2025-06-27,Naver,0.1480790113474354,0.009231777
2025-06-27,SKHynix,0.1946915719770145,0.009838864
2025-06-27,Samsung,0.0128694405205747,0.005450335
2025-06-30,Hyundai,0.0295864987330728,0.004719559
2025-06-30,KaKao,0.1880614606022414,0.007357536
2025-06-30,Naver,0.1670613301888387,0.008559109
2025-06-30,SKHynix,0.2351821051048873,0.009375047
2025-06-30,Samsung,0.0329749943913624,0.005461738
2025-07-01,Hyundai,0.0470268700606379,0.004745841
2025-07-01,KaKao,0.1612911806699931,0.006853849
2025-07-01,Naver,0.1523186944669378,0.007915763
2025-07-01,SKHynix,0.206033850735385,0.00884113
2025-07-01,Samsung,0.0241723515803099,0.005700857
2025-07-02,Hyundai,0.0672835349337071,0.004680724
2025-07-02,KaKao,0.1647790955135367,0.006400852
2025-07-02,Naver,0.1348566824594476,0.007313684
2025-07-02,SKHynix,0.1904823197189772,0.008424863
2025-07-02,Samsung,0.0325604796438229,0.005905986
2025-07-03,Hyundai,0.0800639647568408,0.004637216
2025-07-03,KaKao,0.1521595037623908,0.006063461
2025-07-03,Naver,0.1295236046341638,0.006845704
2025-07-03,SKHynix,0.1989333493829616,0.008115491
2025-07-03,Samsung,0.0880681269690362,0.006136735
2025-07-04,Hyundai,0.073751521854707,0.004519405
2025-07-04,KaKao,0.1543717087097452,0.005795527
2025-07-04,Naver,0.1235927527728479,0.006420995
2025-07-04,SKHynix,0.2240210704534883,0.007927644
2025-07-04,Samsung,0.1043499280500639,0.00619141
2025-07-07,Hyundai,0.1236511746045199,0.004422455
2025-07-07,KaKao,0.1789054980841871,0.00552782
2025-07-07,Naver,0.1522685543747901,0.006009402
2025-07-07,SKHynix,0.3061002183771747,0.007689322
2025-07-07,Samsung,0.1322241635028777,0.006197762
2025-07-08,Hyundai,0.1323321572505232,0.004364938
2025-07-08,KaKao,0.2023629156975078,0.005215542
2025-07-08,Naver,0.193258724423609,0.005643216
2025-07-08,SKHynix,0.311195267040121,0.007466811
2025-07-08,Samsung,0.123024893042508,0.006285044
2025-07-09,Hyundai,0.1320006257922685,0.004281934
2025-07-09,KaKao,0.2244124643073394,0.004877097
2025-07-09,Naver,0.1929999192827967,0.005285409
2025-07-09,SKHynix,0.328651677671303,0.007222743
2025-07-09,Samsung,0.1164793771879936,0.006381637
2025-07-10,Hyundai,0.0911019511072091,0.004219758
2025-07-10,KaKao,0.1990722693108296,0.004650959
2025-07-10,Naver,0.1853094308507958,0.004955985
2025-07-10,SKHynix,0.326444405882659,0.006965861
2025-07-10,Samsung,0.0767856208612865,0.006471931
2025-07-11,Hyundai,0.1402537914635886,0.004194627
2025-07-11,KaKao,0.2050167200473151,0.004652354
2025-07-11,Naver,0.1740984102645734,0.004668023
2025-07-11,SKHynix,0.330303364018563,0.006646274
2025-07-11,Samsung,0.1214667475627862,0.006583849
2025-07-14,Hyundai,0.1630388580431847,0.004171292
2025-07-14,KaKao,0.191201306890769,0.004684448
2025-07-14,Naver,0.1665377900104344,0.004399802
2025-07-14,SKHynix,0.3449673248969916,0.006325525
2025-07-14,Samsung,0.1035712766540906,0.00667345
2025-07-15,Hyundai,0.1060834035013979,0.004072689
2025-07-15,KaKao,0.1840633602923097,0.004777836
2025-07-15,Naver,0.1642655705228602,0.004126857
2025-07-15,SKHynix,0.3395655838461703,0.006066128
2025-07-15,Samsung,0.11420627672977,0.006739438
2025-07-16,Hyundai,0.1174587978342259,0.004033974
2025-07-16,KaKao,0.1886253013064811,0.004884698
2025-07-16,Naver,0.163909645022739,0.00386859
2025-07-16,SKHynix,0.3667111689193255,0.005845911
2025-07-16,Samsung,0.165796057002895,0.006770131
2025-07-17,Hyundai,0.1274858271081517,0.004049901
2025-07-17,KaKao,0.1939861558875437,0.005012296
2025-07-17,Naver,0.1521605028692887,0.003638745
2025-07-17,SKHynix,0.2691492147451087,0.005710054
2025-07-17,Samsung,0.1847775346839141,0.006791395
2025-07-18,Hyundai,0.1056154170194159,0.004056518
2025-07-18,KaKao,0.1802078302871739,0.005114524
2025-07-18,Naver,0.1388115548764809,0.003462936
2025-07-18,SKHynix,0.2679521448342811,0.005669747
2025-07-18,Samsung,0.1870027267355508,0.00675438
2025-07-21,Hyundai,0.0988118540758598,0.00405159
2025-07-21,KaKao,0.1813706416063063,0.005242078
2025-07-21,Naver,0.1345955061080122,0.003318257
2025-07-21,SKHynix,0.2701902842820955,0.005582068
2025-07-21,Samsung,0.1949708382635286,0.006674029
2025-07-22,Hyundai,0.0961701869913922,0.004075796
2025-07-22,KaKao,0.1747682436960503,0.005366884
2025-07-22,Naver,0.108222124569421,0.003191507
2025-07-22,SKHynix,0.2710580420411689,0.005453272
2025-07-22,Samsung,0.1729126639289996,0.006582339
2025-07-23,Hyundai,0.1272098383195721,0.004126979
2025-07-23,KaKao,0.1600221650415998,0.005497471
2025-07-23,Naver,0.1027024437922554,0.003076746
2025-07-23,SKHynix,0.2505176465757414,0.005310568
2025-07-23,Samsung,0.1670837043943392,0.006547053
2025-07-24,Hyundai,0.1149426752238218,0.00407612
2025-07-24,KaKao,0.1519992503398234,0.005630743
2025-07-24,Naver,0.0964206198816736,0.003000165
2025-07-24,SKHynix,0.2620302420366874,0.00511172
2025-07-24,Samsung,0.1611610617208821,0.006506967
2025-07-25,Hyundai,0.1117148795203685,0.004047474
2025-07-25,KaKao,0.1833211343842772,0.005771362
2025-07-25,Naver,0.1068685296422464,0.002949254
2025-07-25,SKHynix,0.2342388873207863,0.004955395
2025-07-25,Samsung,0.159710608799424,0.00649367
2025-07-28,Hyundai,0.1179571988968267,0.004039253
2025-07-28,KaKao,0.1829502608232801,0.005885477
2025-07-28,Naver,0.1039440671562518,0.002877666
2025-07-28,SKHynix,0.2327887989971329,0.004871531
2025-07-28,Samsung,0.200499206799521,0.006485112
2025-07-29,Hyundai,0.1011869196995629,0.003997598
2025-07-29,KaKao,0.179153170174229,0.005997568
2025-07-29,Naver,0.0961355970711688,0.002776804
2025-07-29,SKHynix,0.2383941741786497,0.004822776
2025-07-29,Samsung,0.2029652452223342,0.006365008
2025-07-30,Hyundai,0.1273680699996913,0.003970043
2025-07-30,KaKao,0.1838926568125216,0.006083356
2025-07-30,Naver,0.088499957017129,0.002677044
2025-07-30,SKHynix,0.2536881589796688,0.004766381
2025-07-30,Samsung,0.2290117509579012,0.00625278
2025-07-31,Hyundai,0.0938953865324422,0.003926338
2025-07-31,KaKao,0.1988678166049865,0.006146028
2025-07-31,Naver,0.0983898785680461,0.002573705
2025-07-31,SKHynix,0.2496487891458288,0.004749152
2025-07-31,Samsung,0.2344754920935985,0.006091854
2025-08-01,Hyundai,0.0902934310251614,0.003893289
2025-08-01,KaKao,0.1742623293755644,0.006148545
2025-08-01,Naver,0.0722774805092287,0.002452539
2025-08-01,SKHynix,0.1906093558743326,0.004688397
2025-08-01,Samsung,0.1941411171051444,0.005961276
2025-08-04,Hyundai,0.0958483033482156,0.003881917
2025-08-04,KaKao,0.190356218568723,0.006150946
2025-08-04,Naver,0.1153536387562407,0.002377867
2025-08-04,SKHynix,0.1922519148021138,0.004630469
2025-08-04,Samsung,0.2034170195237389,0.005836772
2025-08-05,Hyundai,0.0831667225313968,0.003862664
2025-08-05,KaKao,0.185153774909605,0.006130252
2025-08-05,Naver,0.1083568315503044,0.00231897
2025-08-05,SKHynix,0.2051619383828734,0.004596017
2025-08-05,Samsung,0.2027728009213795,0.00573037
2025-08-06,Hyundai,0.0609043438108363,0.003854988
2025-08-06,KaKao,0.1878616092173227,0.006117433
2025-08-06,Naver,0.1028007226823445,0.002244229
2025-08-06,SKHynix,0.1781547050863604,0.004547371
2025-08-06,Samsung,0.1544797548648215,0.005637134
2025-08-07,Hyundai,0.0645588939011384,0.003847647
2025-08-07,KaKao,0.2305937929994274,0.006054272
2025-08-07,Naver,0.1224791668702065,0.002220779
2025-08-07,SKHynix,0.1757163645651103,0.004535761
2025-08-07,Samsung,0.1847352376385479,0.005571008
2025-08-08,Hyundai,0.063024735000603,0.003822419
2025-08-08,KaKao,0.2275225910605282,0.005867172
2025-08-08,Naver,0.1017708231943037,0.002174359
2025-08-08,SKHynix,0.1414426325223073,0.004542829
2025-08-08,Samsung,0.1920656473055947,0.005470736
2025-08-11,Hyundai,0.0798711286802925,0.003790741
2025-08-11,KaKao,0.2335862575099609,0.005697468
2025-08-11,Naver,0.0925765492960014,0.002153374
2025-08-11,SKHynix,0.1812200470664891,0.004586808
2025-08-11,Samsung,0.1834589978659065,0.005364033
2025-08-12,Hyundai,0.0781237063426137,0.003762811
2025-08-12,KaKao,0.2330809129966882,0.005535211
2025-08-12,Naver,0.0962177007122106,0.002168937
2025-08-12,SKHynix,0.1742088365799662,0.004627728
2025-08-12,Samsung,0.1925249023094217,0.00529496
2025-08-13,Hyundai,0.1001250712224665,0.003740709
2025-08-13,KaKao,0.2433818273090708,0.005392959
2025-08-13,Naver,0.1068921555286833,0.002195208
2025-08-13,SKHynix,0.2094026605199905,0.004716068
2025-08-13,Samsung,0.218621162867265,0.00524324
2025-08-14,Hyundai,0.1116150544355401,0.003716675
2025-08-14,KaKao,0.2480748745643951,0.005259531
2025-08-14,Naver,0.1068638141419676,0.002209023
2025-08-14,SKHynix,0.1982254029074574,0.004777116
2025-08-14,Samsung,0.2132932567597023,0.005193311
2025-08-18,Hyundai,0.1142807853247246,0.003688828
2025-08-18,KaKao,0.2421153248030894,0.00520745
2025-08-18,Naver,0.1106298078749147,0.002237507
2025-08-18,SKHynix,0.1807194160206349,0.004909803
2025-08-18,Samsung,0.1948129953734568,0.005176744
2025-08-19,Hyundai,0.1486544543673136,0.003650827
2025-08-19,KaKao,0.245774261915694,0.005125118
2025-08-19,Naver,0.1138453199872715,0.002249852
2025-08-19,SKHynix,0.181489666104288,0.005077873
2025-08-19,Samsung,0.2118364302268076,0.005197627
2025-08-20,Hyundai,0.1655800956826097,0.003603044
2025-08-20,KaKao,0.2447168801786218,0.005025944
2025-08-20,Naver,0.1051990473500498,0.002268054
2025-08-20,SKHynix,0.1537730985636406,0.005305069
2025-08-20,Samsung,0.2263604508833975,0.005254002
2025-08-21,Hyundai,0.1605879887314411,0.003554906
2025-08-21,KaKao,0.2194691095901527,0.004922805
2025-08-21,Naver,0.0959257446615192,0.002296594
2025-08-21,SKHynix,0.1186974798412109,0.005510962
2025-08-21,Samsung,0.2198532397293244,0.005286943
